,Unnamed: 0,Id,EssaySet,Score1,Score2,EssayText
150,151,152,1.0,2.0,1.0,بعض معلوم اضاف الت احتاج لتكرار تجرب تكون مقدار الخل الذ اضع في كل حاوية. ايض ما الذ يفترض بي تسم حاوية؟ لست متاكد تمام من كيف قياس كتل باستخدام مقياس ؟. اذا كان امر كذل ، نفس مقياس لكل عينة. ايض ، ما هو حجم عين ان تكون؟.
151,152,153,1.0,3.0,3.0,لتكرار هذه تجرب ، تحتاج الي معرف حجم الخل في كوب ، درج حرار بيء محيط ، حموض الخل دقيق علي مقياس الاس هيدروجيني.
153,154,155,1.0,2.0,3.0,تحتاج الي اضاف كم الخل الت تحتاج الي سكب في حاوية. اعتقد انه كان يجب علي طلاب ان يبدء نفس كتلة. ما نوع الخل درج حرار مهمة.
154,155,156,1.0,0.0,0.0,بعض معلوم اضاف تكون مقدار كل عين سيتم وضع في خل. ايض ، ربم لم يجلس بعد ذلك لمد 24 ساع ، لكن جلس اقل بعد ذلك. كان امك ايض شطف ماء مقلد بدل من ماء مقطر.
155,156,157,1.0,2.0,2.0,معلوم اضاف لازم لتكرار تجرب هي: ^ ص 1.) كم الخل مراد صبه - يجب ان تظل ثابت في تجرب موثوقة. ^ ص 2.) يجب ان تكون انواع عين مستخدم في اجراء. ^ ص 3.)
156,157,158,1.0,1.0,1.0,لتكرار تجرب ، تحتاج الي معرف مقدار الخل الذ يجب سكب في حاويات. نعلم ان رخام فقد 4 جراما ، فقد حجر جير 1.3 جرام ، خسر بلاستيك 1 جرام ، وبق خشب علي حال ، لكن نحتاج الي معرف مقدار الخل الذ تم استخدام لكل عينة.
158,159,160,1.0,2.0,2.0,معلوم اضاف الت تحتاج لتكرار تجرب هي فرق في كتل من بدا تجرب الي نها تجربة. تحتاج ايض الي معرف ماه جميع عين تحتاج الي نفس الكم من الخل في كل حاوية.
160,161,162,1.0,1.0,1.0,هنا بعض اضاف الت يجب اجراء لتكرار مختبر دقة. في اجراء 1 ، لا ينص علي قياس كتل عين باستخدام طبق بتر او دونه. يجب ان يذكر ايض انه يجب قياس ادا معين ، مثل عارض توازن. جزء اخر الذ تم استبعاد هو انهم نسو معرف كم الخل الت تحتاج عين اربع ، لان اذا حصل احد علي اكثر من اخر ، فقد يغير وزن وكم ماء الت تحتاج عينات.
161,162,163,1.0,1.0,1.0,تحتاج الي اتصال نوع عينات. ايض ، ما هو نوع الذ يجب استخدام لقياس كتل عينات. ايض ، يحتاج الي تكرار او تكرار تجارب لاعاد اختبار تجربة. او تحتاج ايض الي تحديد ما يجب تسم حاو به في هذه تجرب ، تحتاج ايض الي وصول الي كتل او كيف تبدو كل عين باستخدام حواس خمس ، او اي شيء اخر او لا تجعل بيان متشابه لاظهار نتايج .
162,163,164,1.0,2.0,2.0,"من اجل تكرار هذه تجرب ، احتاج الي معرف نوع ""العينات"" الذ استخدمه. تنص مجموع علي تحديد كتل اربع عينا لكن لا تخبر ما نوع ماد الت تحتو علي هذه عينات. يكون من مفيد ايض معرف مقدار الذ يجب ان اقيس من كل عينة. مرة اخري ، يتم تفصيل اجراء مجموع هذا يساعد علي جعل تجرب دقيق قدر امك ، لمعرف مقدار عين الت يجب ان استخدمها. اخير من اجل تكرار هذه تجرب ، احتاج الي معرف مقدار الخل الذ يجب ان اضيف الي كل عينة. توثر الكم مختلف من الخل علي كل عين شكل مختلف ، مما يجعل تجرب غير دقيقة."
163,164,165,1.0,2.0,2.0,لك تتم من تكرار هذه تجرب ، تحتاج الي معلوم تالية: مقدار الخل الذ يجب استخدامه. ايض ما حجم حاو ، اي ما هو حجمها. اخير ، مقدار كل عين لوضع في حاويات.
164,165,166,1.0,1.0,1.0,معلوم اضاف الت احتاج هي مقدار الخل الذ تم وضع في كل عينة. هذا لان اذا تم وضع كم من الخل علي عين واحد اكثر من عين اخري ، فمن مرجح ان يحدث ذلك بعد كتل طرق مختلفة: علي سبيل مثال ، اذا تم وضع مزيد من الخل علي خشب اكثر من بلاستيك ، يخسر خشب كتل اكبر من كتل بلاستيك.
165,166,167,1.0,0.0,0.0,من اجل استنساخ هذه تجرب ، تحتاج الي تحديد كم بعض مواد كيمياء الت تحتاج الي صبه دقة. في معظم حال ، من ضرور ان تحصل علي الكم مناسب من ماد او قد تكون نتايج ضعيفة.
166,167,168,1.0,3.0,3.0,لتكرار هذه تجرب ، احتاج الي معرف عين اربع مختلف دون معرف انن لا اعرف ما الذ اختبره. احتاج ايض الي معرف مقدار الخل في كل كوب من اكواب اربعة. احتاج الي معرف مكان وضع جميع حاو مختلفة. لا اعرف ما اذا كان حاج الي بقاء في درج حرار غرف ، بارد ام لا.
167,168,169,1.0,0.0,0.0,يجب علي تكرار كل خطو في تجربة. ابدء خطو 1 وانتقل الي خطو 6.
168,169,170,1.0,1.0,1.0,لتكرار هذا اجراء ، تحتاج الي معرف مقدار الخل الذ يجب سكب في كل حاوية. تحتاج ايض الي معرف متي بدء في معرف وقت انهاء تجربة.
169,170,171,1.0,1.0,0.0,ما هي مواد الت يجب ان استخدم لان من اجل اجراء هذه تجرب ، يجب ان تخبر عن مواد الت يتم استخدامها. كما ان اجراءا لا تخبر حصول علي وزن اولي.
170,171,172,1.0,2.0,2.0,بعد قراء اجراء مجموع من اجل تكرار تجرب ، احتاج الي معرف حجم حاو لان كلم كان حاو اصغر ، زاد كثاف تعبء عينات. احتاج ايض الي معرف ما اذا كان ضوء والحرار او ظلام والبرد يوثر علي تجارب ام لا.
171,172,173,1.0,1.0,0.0,يجب ان يكون اجراء اكثر تحديدا. يجب ان يتضم ان تجرب تحتاج الي كتل نهاء واختلاف بدا والنهاية. يجب ان تحتو علي مواد مدرجة. يجب ان يتضم اجراء اجراء مصغر لكل مادة.
172,173,174,1.0,3.0,3.0,من اجل تكرار هذه تجرب ، احتاج الي معرف معلوما اضاف مثل عين اربع مختلف الت استخدم (لء كان امك اختيار معد ، لوح كاربورد والعديد من عينا مواد اخري الت لم استخدم تحصل علي نتايج مختلفة. ايض احتاج ايض الي معرف كم الخل الت يجب سكب لان هذا يمك ان يحذر من حدوث تغيير كبير. اخير ، قد يرغب في معرف مكان وضع عين اثناء تجفيف لمد 30 دقيق لان اذا كان يجلس في درج حرار غرفة. او واسط مصدر ضوء يحدث فرق ايضا.
173,174,175,1.0,1.0,1.0,لتكرار تجرب ، يحتاج الي اخبار بكم الخل الت يجب وضع في اكواب ، جعل كل صخور طريق نفس اخبار لماذ يقوم تجربة.
174,175,176,1.0,2.0,2.0,لتكرار اجراء ، احتاج الي معرف كم الخل مطلوب ، وكم ماء مقطر لازم لشطف عين نوع عينات.
176,177,178,1.0,1.0,1.0,احتاج الي معرف كم الخل مضاف الي كل عين والت يجب ان تكون هي نفس كرر تجربة.
177,178,179,1.0,2.0,3.0,معلوم اضاف الت احتاج الي معرف من اجل تكرار تجرب هي نوع عين الت استخدمونها. في خطو 1 ، تخبر ان احدد كتل اربع عينا مختلف ، لكن لا تخبر بء نوع. في خطو 2 ، تخبر بصب الخل في كل حاو ولك لا تخبر حجم او نوع حاوية. بعد ازال عين من حاو بعد 24 ساع ، احتاج الي ايجاد كتل كل عينة. خطو 6 ، لكن لا يطلب من طرح كتل نهاء من.
178,179,180,1.0,1.0,1.0,تحتاج مجموع الي اضاف ما يتم تسمي سبب
180,181,182,1.0,3.0,3.0,اول ، تحتاج الي معرف مقدار الخل الذ يجب ان تصب ضبط في كل عاء من حاو متطابقة. تحتاج ايض الي معرف حجم والمواد مصنوع منه حاوية. اخير ، يجب ان يخبر مكان ترك حاو مثل شمس ، في مكان جاف بارد ، الخ.
181,182,183,1.0,2.0,2.0,- في خطو 1 ، نحتاج الي معرف عينات. يجب ان يسرد 4 انواع من صخور. ^ - في خطو 4 ، كم من وقت يجب شطف عين لفتر من وقت. ^ - في خطو 6 ، يجب ان يقال لتصحيح كتل جديد لكل عينة.
184,185,186,1.0,2.0,2.0,تفتقر تجرب الي عدة اجزاء من معلوم حول اجراء. علي سبيل مثال ، لم يتم وصف كم الخل مضاف الي حاويات. لم يتم تحديد طريق تحديد كتل كذل مواد عين اربع في معلوم اجرايية.
185,186,187,1.0,1.0,1.0,. يجب ان اعرف نوع منطق الت يجب ان اتر فيه لمد 24 ساعة. (درج حرارة) ^ ص 2. يجب ان اعرف نوع خشب الذ يجب استخدام ، اذا كان هنا اي نوع محدد. ^ ص 3. ايض في خطو 6 ، لا تذكر ما يجب ان استخدم لتحديد كتل صخور والبلاست والخشب.
186,187,188,1.0,3.0,3.0,من اجل تكرار تجرب ، تحتاج الي معرف عين ماخوذ ، والحجم الذ يجب ان تكون علي ، والحجم الذ يجب ان تكون علي حاو ، وكم يجب استخدام الخل في كل عينة.
187,188,189,1.0,0.0,0.0,في اجراء هذه مجموع ، يجب ان تكون بعض معلوم اضاف هي ما تم تسميته.
190,191,192,1.0,0.0,0.0,اعتقد انه كان ينبغ علي تنفيذ مشروع اكثر من مرة علي ارجح مرتين اخري لمعرف ما اذا كان هنا مشروع صحيح ، كان علي ايض كتاب استنتاج اضاف الي وضع علي رسم ياني.
191,192,193,1.0,0.0,0.0,"في اجراء ، تحتاج الي اضاف وقت الذ بدء فيه حجر / صخور / بلاستيك يتغير عند اضاف الخل اليها. يمك ان يشرح متي يتغير او اي وقت لكل واحد: رخام والحجر جير والخشب والبلاستيك. في اجراء ، اوضح فقط ""بعد 24 ساعة"" لكن لم يكتب فارق توقيت لكل واحد فقط وضع وقت اجمالي."
192,193,194,1.0,1.0,1.0,بعد قراء اجراء مجموع ، وجد قطعت اضافيت من معلوم حتي اتم من تكرار تجارب. احتاج الي معرف متغير مستقل والمتغير تابع وكم الخل الت يجب سكب في كل حاو منفصلة.
193,194,195,1.0,3.0,3.0,بعد قراء اجراء تلك مجموع ، تحتاج الي جزء واحد اضاف من معلوم لتكرار تلك تجرب وهو ما كان علي عين اربع مختلفة. شيء اخر يجب ان تعرف هو مقدار الخل الذ يجب ان تضع في كل عينة. اخر جزء من معلوم اضاف الت قد تحتاج هو حجم الذ يجب ان تكون علي كل عينة.
